[227940    242348]
[182539    290559]
[201503    428888]
[219956    265701]
[238634    328278]
[278852    327923]
[159883    322421]
[268982    381670]
[274605    340965]
[269363    404277]
[236795    377812]
[316661    417975]
[226372    388051]
[235961    344110]
[221454    344475]
[201847    451764]
[206533    328918]
[219770    313056]
[178050    267605]
[199228    277810]
[206458    356138]
[272477    402275]
[183520    371884]
[278131    332217]
[234411    357284]
[101408    321457]
[223793    346327]
[245572    375610]
[209720    356137]
[116163    330871]
[280123    331964]
[228901    351782]
[229632    352050]
[229522    350203]
[234737    330022]
[299383    292149]
[241420    314600]
[215708    337534]
[279932    335916]
[204506    269686]
[245255    370327]
[228996    341481]
[363589    357586]
[217530    341051]
[363949    332854]
[233596    362139]
[230453    310245]
[208073    384064]
[236598    332936]
[260866    266754]
[245465    420584]
[310774    380404]
[197970    414038]
[244794    300356]
[235774    352079]
[277386    309185]
[227426    358565]
[292683    445089]
[196815    441484]
[232317    330706]
[105690    358077]
[152044    331168]
[228543    346860]
[312535    315330]
[223088    270467]
[211680    365202]
[224392    346788]
[228304    376824]
[190716    411597]
[314483    416009]
[279953    322349]
[239402    354643]
[177669    327160]
[249445    361544]
[132182    385315]
[197803    344224]
[247759    424567]
[229862    358857]
[227572    288255]
[239186    339323]
[209836    346987]
[242935    342404]
[222667    296327]
[258815    338749]
[165115    322507]
[227791    347022]
[238928    328262]
[173762    309330]
[223541    364277]
[200824    367232]
[163513    363078]
[247029    490336]
[234867    403744]
[217593    282895]
[228725    346997]
[192530    309373]
[177842    329276]
[198901    345538]
[227677    527817]
[102316    370232]
[227672    297477]
[232210    340794]
[270211    408308]
[234540    361720]
[225547    270769]
[225752    346903]
[259073    210513]
[307494    281474]
[269960    353929]
[218504    270228]
[259911    399400]
[238239    279840]
[244452    330108]
[179560    259579]
[201153    321376]
[233531    313220]
[315974    310747]
[271600    323443]
[230483    347016]
[233063    371831]
[201771    334785]
[169745    346890]
[246365    347212]
[267650    332300]
[228105    361347]
[219299    372849]
[197960    267785]
[222005    308277]
[226786    334204]
[158102    347643]
[198946    315839]
[121432    241527]
[289336    428782]
[202569    391660]
[265331    377856]
[232543    337960]
[220787    341925]
[254331    344749]
[207068    337958]
[232141    347122]
[283075    357110]
[232108    343102]
[197323    318977]
[229156    350225]
[182468    348573]
[272570    253563]
[325935    430270]
[157496    375183]
[190296    395802]
[397836    451809]
[465078    380683]
[419895    397286]
[513498    420937]
[413875    378194]
[444201    406302]
[555299    378527]
[447360    376884]
[409126    386981]
[434534    389408]
[512946    381757]
[501537    380646]
[453944    362044]
[443660    407675]
[437974    405509]
[388242    475514]
[358059    391443]
[441441    411355]
[363209    379360]
[436718    413914]
[431347    407701]
[446850    421310]
[460971    429408]
[454508    403061]
[447687    409404]
[440730    400777]
[452901    394088]
[418521    448005]
[537585    390939]
[619057    340483]
[447125    360599]
[372230    371262]
[328130    446897]
[503964    439408]
[399097    364848]
[429977    440501]
[420668    388181]
[437722    408851]
[362992    439857]
[433941    402961]
[436836    377938]
[442233    466274]
[399893    436877]
[434707    402512]
[435441    429737]
[428531    389063]
[416275    377374]
[368855    418447]
[443239    409674]
[446457    385648]
[527224    334681]
[468751    404521]
[435477    403923]
[493777    378624]
[408267    395976]
[418653    459821]
[456690    436979]
[513085    373467]
[443605    452201]
[433905    421673]
[451709    335221]
[463191    343383]
[442327    403544]
[449828    430854]
[483337    373974]
[496087    430012]
[416066    423502]
[429669    413829]
[507592    361379]
[473524    375325]
[387216    467206]
[461278    355267]
[411074    396258]
[401072    428948]
[439059    429163]
[409656    383439]
[445423    404289]
[479266    435870]
[398425    444795]
[503190    443256]
[447769    400101]
[406757    396497]
[417486    410808]
[416679    441802]
[424026    427143]
[427387    393414]
[487193    439609]
[498543    395123]
[454194    376470]
[503531    362006]
[444496    384483]
[471752    436776]
[455800    415339]
[440998    406810]
[455274    417327]
[453680    454340]
[479591    459513]
[414416    464729]
[473112    411502]
[440987    407233]
[367880    393080]
[439622    341205]
[473465    386966]
[451151    399928]
[314133    398666]
[454437    398575]
[378416    414520]
[438578    417942]
[426064    440155]
[396121    380196]
[439340    427027]
[465444    335111]
[508430    431170]
[452024    409597]
[428145    400869]
[441372    410131]
[370892    405683]
[440651    379935]
[467688    423568]
[444685    428707]
[537925    369892]
[452709    399097]
[422739    380163]
[519970    377994]
[463873    428879]
[483307    378980]
[421557    364612]
[479139    430705]
[408082    418484]
[463626    377882]
[420587    395736]
[510144    426821]
[369720    430916]
[436661    367892]
[496502    385256]
[453970    407749]
[405167    431114]
[449351    414170]
[386276    429289]
[447482    380472]
[487057    419491]
[417123    390478]
[352036    403986]
[422785    401319]
[440615    406477]
[420058    438582]
[478599    417818]
[434657    411923]
[448658    378110]
[440146    407214]
[443426    439634]
[458381    394080]
[434265    400575]
[443917    386101]
[432058    412202]
[422086    435481]
[434213    364386]
[536718    428351]
[410976    453347]
[495554    393437]
[479070    389997]
[443542    340897]
[515913    438358]
[391439    426653]
[338240    434095]
[549405    412323]
[439581    400198]
[455977    424810]
[386438    473476]
[398665    466950]
[426967    465788]
[437129    407856]
[427987    392320]
[500903    440838]
[420284    378528]
[461925    425769]
[491330    390152]
[503592    437423]
[484466    374359]
[411888    389992]
[434407    377935]
[417152    367296]
[439353    421510]
[491690    376480]
[463127    405604]
[523522    421036]
[460460    354449]
[462999    358338]
[462294    430854]
[425037    405183]
[446375    398790]
[449337    397143]
[449242    413180]
[548895    395309]
[401259    455980]
[415226    407322]
[414906    385119]
[407604    360204]
[420875    422299]
[412139    355067]
[474199    395798]
[431223    413097]
[363702    481328]
[338581    453145]
[364152    423549]
[403573    479850]
[444988    409119]
[465093    403472]
[384011    393561]
[433954    427934]
[447044    390008]
[373577    425752]
[413577    395617]
[434536    404043]
[491860    435365]
[329761    428877]
[379089    379399]
[555504    383065]
[460189    425427]
[417813    402395]
[429538    425624]
[497437    449623]
[442148    447891]
[426135    419217]
[469664    357273]
[460786    411841]
[406708    437695]
[325213    404836]
[492971    420304]
[439816    380825]
[435415    406317]
[529025    417483]
[441712    391853]
[479369    390183]
[434571    432133]
[434905    371086]
[446550    442458]
[356109    450797]
[448083    413864]
[379436    429277]
[460882    353241]
[390742    399611]
[323719    475838]
[441720    411212]
[447794    408964]
[345496    411363]
[435780    410225]
[405620    430927]
[426880    396342]
[425532    421129]
[418910    398309]
[482440    369680]
[454748    416690]
[445233    390817]
[460877    410762]
[503835    385151]
[442824    400998]
[452263    409711]
[487316    426397]
[327337    441976]
[443360    407165]
[422583    435558]
[496498    445761]
[434842    344346]
[455385    334397]
[436536    406717]
[462431    420487]
[390023    444232]
[466744    419567]
[471441    423864]
[500347    379760]
[444214    398317]
[412744    399924]
